Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2005 [YR2005],2010 [YR2010]
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Cyprus,CYP,22096.3108686833,24738.009385173,24852.3736747595
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Czech Republic,CZE,10938.7344317039,13317.7298342014,14640.3431695432
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Denmark,DNK,46341.7745948833,48816.8358639645,47791.9195184817
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Djibouti,DJI,847.183641651138,910.364507373486,1090.10832267367
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Dominica,DMA,4847.23994154012,5250.35256117448,6215.61458988743
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,3283.12476417173,3619.03037661066,4571.83579664804
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Ecuador,ECU,2593.58261857101,3021.94276733003,3283.34263771641
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,1103.4411211062,1196.7333040595,1475.1341299991
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,El Salvador,SLV,2618.63092751033,2874.25725626454,3037.48656326376
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,4319.46995017283,13129.5971106475,12369.4681946873
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Eritrea,ERI,273.804511807305,262.074245377106,225.311499174484
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Estonia,EST,7102.27804773858,10336.3895510036,10364.4641262722
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,136.630290751183,161.876953911699,237.360381568523
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Faeroe Islands,FRO,..,35808.8298627485,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Fiji,FJI,3287.78140367181,3658.68959762831,3621.89931945416
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Finland,FIN,34756.4411823908,38969.171631813,39698.8053054291
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,France,FRA,33327.1453041152,34879.7263291899,35214.1329320654
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Gabon,GAB,7047.84190156944,6865.32293974112,6479.97172289103
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,437.856807129486,433.291077671887,463.23827206235
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Georgia,GEO,1018.72658833788,1469.92731980371,1850.76129646481
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Germany,DEU,33783.9871915135,34650.7781763491,37147.0221694887
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Ghana,GHA,445.877775626936,501.735716945151,605.016909562748
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Greece,GRC,18773.4075050557,22327.0080874066,21894.1481006456
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Greenland,GRL,28962.0405378121,29903.284035428,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Grenada,GRD,5481.03593121933,6754.38117450337,6349.0665631114
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Guatemala,GTM,2005.52686444797,2064.03597595891,2209.89750591299
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Guinea,GIN,286.905279324923,303.760966051664,296.720715322749
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,409.139815131152,401.147289045779,422.173748806526
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Guyana,GUY,1072.88146792791,1110.95771735024,1219.73506074909
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Haiti,HTI,518.223509733247,465.30993642193,447.474131728628
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Honduras,HND,1234.12780226462,1405.77786676396,1538.68013827038
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,22152.1970181015,26649.6365933843,31328.3751933665
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Hungary,HUN,8916.18407765401,11092.4308034314,11108.8998312648
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Iceland,ISL,48636.8492810672,56611.30376533,56178.0900929019
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,India,IND,572.0593622918,729.001001470419,1010.30965524828
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Indonesia,IDN,1072.69362165984,1263.48144553621,1564.0661087971
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Iran, Islamic Rep.",IRN,2221.47268416593,2738.29364657001,3224.77300274602
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Iraq,IRQ,2066.3061777552,1848.96820105495,2151.5603145484
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Ireland,IRL,43607.9804076362,50569.0777622876,46425.6141551868
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Isle of Man,IMY,29272.6741057072,36980.1130792844,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Israel,ISR,20258.0468741319,20378.061906558,23225.4155783715
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Italy,ITA,31063.6986520055,31973.9347420354,30788.5386041953
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Jamaica,JAM,..,4251.49666374525,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Japan,JPN,33963.977848194,35781.1700525965,36296.3153985054
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Jordan,JOR,1926.48674253849,2326.49515861098,2818.08638352659
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Kazakhstan,KAZ,2343.53703485828,3771.27895733845,4732.71057917611
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Kenya,KEN,504.498646597371,530.082157850254,593.336682918563
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Kiribati,KIR,1158.86581042305,1149.68803299255,1078.28480148875
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Korea, Dem. Rep.",PRK,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,15162.4036369667,18657.5218604219,22236.0956121538
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Kosovo,KSV,1511.79207860703,2190.49759582515,2585.39222250821
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Kuwait,KWT,28217.2295951637,35694.3817052274,27981.9439924622
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Kyrgyz Republic,KGZ,417.105552549243,476.551891692624,560.999137940676
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Lao PDR,LAO,378.305218747436,476.162405720665,642.410214396141
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Latvia,LVA,4821.80498354393,7634.19353901268,8058.79354918352
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Lebanon,LBN,5372.92115973594,5339.42388043105,7090.29345584191
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Lesotho,LSO,639.631590629772,710.517816819295,876.657889048198
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Liberia,LBR,232.533450077986,165.760180333226,193.998463899201
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Libya,LBY,6901.70534331543,8158.9842139453,9153.21297196404
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Liechtenstein,LIE,105618.981068043,104995.985501061,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Lithuania,LTU,..,7863.52782712251,8941.42222593382
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Luxembourg,LUX,72866.873569085,79595.5340773847,81566.6421219351
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Macao SAR, China",MAC,15711.3460852033,25189.779366612,38689.0172141913
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Macedonia, FYR",MKD,2821.61532998148,3063.59646206402,3689.9088334338
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Madagascar,MDG,286.003493445261,275.515822511571,275.002499584037
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Malawi,MWI,223.881248280726,216.114618620664,262.318649801322
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Malaysia,MYS,4861.90048082219,5564.18546932934,6354.13519193041
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Maldives,MDV,..,3671.88197445739,4991.38445016982
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Mali,MLI,353.181173387464,411.859281175617,459.650723367156
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Malta,MLT,15026.5757248292,14834.4323706421,16227.7121116677
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Marshall Islands,MHL,2374.345583924,2645.98140535557,2841.79167571601
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Mauritania,MRT,642.446232654449,692.575965398663,779.081071333415
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Mauritius,MUS,4554.92133811415,5116.03964225907,6260.92055708675
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Mexico,MEX,7768.75169057857,7893.96823375653,8034.79674621224
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Micronesia, Fed. Sts.",FSM,2257.09441625276,2352.63940940507,2378.11939090462
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Moldova,MDA,583.288333493618,831.203636944651,983.165940683294
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Monaco,MCO,122438.543699384,126599.403276628,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Mongolia,MNG,768.882875323794,998.822299377403,1273.24842057632
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Montenegro,MNE,3248.22885153236,3674.52652951463,4524.71422191299
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Morocco,MAR,1595.76516549775,1931.7592492551,2315.26311004349
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Mozambique,MOZ,236.027983729796,311.384305367929,370.716961016431
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Myanmar,MMR,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Namibia,NAM,3007.36053502141,3582.24385995747,4122.14177923675
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Nepal,NPL,289.872793725033,318.748098345116,375.923605233915
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Netherlands,NLD,39796.8014934493,41199.7255630695,43676.3290413448
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,New Caledonia,NCL,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,New Zealand,NZL,24476.467430874,27833.6014591954,27856.4274281193
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Nicaragua,NIC,1076.66789790151,1175.11436935687,1246.85939482088
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Niger,NER,249.658898466771,252.504594978735,268.94418758801
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Nigeria,NGA,552.186892021826,804.005995170227,997.447902776905
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Northern Mariana Islands,MNP,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Norway,NOR,61655.8467925258,66775.3943971756,66117.0069728178
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Oman,OMN,13293.155536406,12398.5943454954,13983.5703164599
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Pakistan,PAK,620.773971738433,714.036810002771,761.670940805676
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Palau,PLW,8559.54574745045,9721.50058772819,8041.01331575965
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Panama,PAN,4134.93362845999,4659.02308949987,6243.14104755411
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Papua New Guinea,PNG,813.600045281737,799.416405923424,949.045644859371
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Paraguay,PRY,1498.53503064666,1507.14594295387,1795.2297478257
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Peru,PER,2345.65483373807,2714.48873688861,3561.17625904726
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Philippines,PHL,1056.7918986661,1196.54003017843,1409.49825988586
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Poland,POL,6874.07087840177,7976.10786228346,10066.2933974438
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Portugal,PRT,18365.4985769766,18784.9533537404,19240.6817802517
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Puerto Rico,PRI,19020.3302329045,21959.3227075956,20173.8597627873
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Qatar,QAT,51110.2218318394,53207.3336473736,57735.6128506714
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Romania,ROM,3326.62394217751,4651.69226074024,5634.89402233477
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Russian Federation,RUS,3870.40663098338,5323.46603375814,6365.20329007305
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Rwanda,RWA,224.904666792568,286.567469436844,373.710066021829
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Samoa,WSM,2097.92066269011,2587.48893027845,2621.35202303674
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,San Marino,SMR,42597.1011427485,47035.6543494594,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Sao Tome and Principe,STP,752.880256812044,804.843137210593,982.714360495305
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Saudi Arabia,SAU,12088.9769609395,13273.7125503819,15134.8527011969
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Senegal,SEN,703.154664811587,772.65238262024,800.046417996492
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Serbia,SRB,2584.32939252172,3528.13100775792,4106.57044463753
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Seychelles,SYC,11491.5843921218,11086.8908871587,12681.2845048229
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Sierra Leone,SLE,281.521201136593,320.995366803008,368.211144197811
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Singapore,SGP,24921.2385486373,29869.6327635758,34758.4043349153
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Sint Maarten (Dutch part),SXM,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Slovak Republic,SVK,9095.65325640297,11665.5098107109,14582.8360608504
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Slovenia,SVN,15316.5027349394,18169.1797892301,19327.423693833
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Solomon Islands,SLB,952.915849649195,881.964778515343,984.727367046706
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Somalia,SOM,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,South Africa,ZAF,4854.36590608101,5444.07584616386,5910.66852302129
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,South Sudan,SSD,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Spain,ESP,24328.6683570213,26510.7174533426,26191.9858078109
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Sri Lanka,LKA,1051.76348687393,1242.42843583787,1610.11605138029
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,St. Kitts and Nevis,KNA,10015.9723173854,11053.7447437466,10746.6201494151
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,St. Lucia,LCA,5556.00260586819,5655.52378207828,5854.23970818937
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,St. Martin (French part),MAF,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,St. Vincent and the Grenadines,VCT,4105.94429966372,5064.21821503339,5388.28124223718
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Sudan,SDN,559.429490242395,661.637594587848,812.051181557433
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Suriname,SUR,2825.03813684069,3645.89499796859,4262.95009741023
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Swaziland,SWZ,2188.75326174819,2339.28995277787,2440.62606423906
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Sweden,SWE,38515.8550787974,43085.353145957,44877.910174216
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Switzerland,CHE,52666.6055655596,54797.5467533557,58138.6300132917
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Syrian Arab Republic,SYR,1386.88242050079,1591.53019241227,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Tajikistan,TJK,234.34066017211,339.768076770367,419.620869420397
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Tanzania,TZA,361.656988245765,448.929884472926,520.69181227892
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Thailand,THA,2193.46149709907,2677.51561150227,3150.15758273521
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Timor-Leste,TMP,511.490387727573,501.429226481591,682.596437320938
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Togo,TGO,410.519476013549,379.180898104087,387.640000704943
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Tonga,TON,2359.15795856877,2565.33797772932,2535.34449856952
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Trinidad and Tobago,TTO,8584.30731423334,12323.2197036,14203.51974539
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Tunisia,TUN,2758.45889114527,3217.88597103547,3847.58547286433
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Turkey,TUR,6112.95341686856,7117.32271109014,7814.89947551856
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Turkmenistan,TKM,1404.08355197945,1706.95672639245,2632.4274469547
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Turks and Caicos Islands,TCA,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Tuvalu,TUV,2304.64268499925,2252.89288563217,2423.26148623575
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Uganda,UGA,274.340830246048,321.435761373761,400.453445997816
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Ukraine,UKR,1210.67889068137,1828.70727735319,1974.61000782621
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,United Arab Emirates,ARE,45610.6663613893,40298.5242178562,24423.5239756641
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,United Kingdom,GBR,35445.3600611508,39934.7836019879,39471.7312514289
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,United States,USA,40945.633966815,44307.9205848603,43961.1685072536
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Uruguay,URY,5180.32056823006,5220.95739601735,6873.31226156488
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Uzbekistan,UZB,446.037963294298,546.776850185552,755.322265180338
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Vanuatu,VUT,2040.73804530468,1886.38773414353,2131.09288572492
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Venezuela, RB",VEN,5239.82171353829,5435.87225994853,6019.88035057899
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Vietnam,VNM,531.858396669161,699.499778976363,900.493692666723
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Virgin Islands (U.S.),VIR,..,..,..
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,West Bank and Gaza,WBG,1358.87355061492,1455.93367964051,1344.97881115504
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,"Yemen, Rep.",YEM,766.138663048624,817.082416653512,847.283175191585
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Zambia,ZMB,582.624115719816,691.808945561593,908.747917053833
GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,Zimbabwe,ZWE,675.798307000122,443.240135984532,372.287290164412
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 11/12/2015,,,,,,
